platform,country,region,language,category,hashtag,title_keywords,author_handle,sound_type,music_track,week_of_year,duration_sec,views,likes,comments,shares,saves,engagement_rate,trend_label,source_hint,notes,device_type,upload_hour,genre,trend_duration_days,trend_type,engagement_velocity,dislikes,comment_ratio,share_rate,save_rate,like_dislike_ratio,publish_dayofweek,publish_period,event_season,tags,sample_comments,creator_avg_views,creator_tier,season,publish_date_approx,year_month,title,title_length,has_emoji,avg_watch_time_sec,completion_rate,device_brand,traffic_source,is_weekend,row_id,engagement_total,like_rate,dislike_rate,engagement_per_1k,engagement_like_rate,engagement_comment_rate,engagement_share_rate
TikTok,Japan,Asia,Japanese,Sports,#FYP,Blinding Lights — Cover,TrueHub,licensed,Adrenaline synth,8,40,122561,8687,1153,747,1216,0.096303,rising,TikTok Creative Center,hook in 2s,iOS,22,Music,3,Short,40853.67,144,0.009408,0.006095,0.009922,59.910345,Friday,Evening,SummerBreak,"song, beat, music, cover",ずっと見ちゃう😂,87560.6,Mid,Summer,21.02.2025,2025-02,Perfect — Cover,15,0,25.2,0.63,iPhone,Search,1,70f0947a37bb828b49de8dd49c0ba19d,11803,0.070879,0.001175,96.303,0.0708789908698525,0.0094075603169034,0.006094924160214
TikTok,Italy,Europe,Italian,Comedy,#DogTok,Weekly Reset — Productivity,NoorOfficial,licensed,Goofy bass,31,17,271564,20020,1852,2260,2580,0.098364,declining,TikTok Creative Center,storytime,iOS,16,Pets,20,Medium,13578.2,837,0.00682,0.008322,0.009501,23.890215,Monday,Afternoon,SummerBreak,"pets, dogs, cute, cats",Instant like!,104730.1,Mid,Summer,28.07.2025,2025-07,My cat did this 😂 💪,19,1,10.6,0.624,Samsung,ForYou,0,5908ff101883db903e6bbd6f42f3b21f,26712,0.073721,0.003082,98.364,0.0737211117821213,0.0068197551958286,0.0083221634679118
TikTok,Indonesia,Asia,Indonesian,Gaming,#GRWM,GRWM — Summer Look,MayaChannel,trending,Trap beat,16,21,50674,2257,282,237,146,0.057663,declining,TikTok Creative Center,facecam,Android,21,Beauty,59,Evergreen,858.88,75,0.005565,0.004677,0.002881,29.697368,Friday,Evening,HolidaySeason,"beauty, tips, grwm, makeup, skincare",This is fire 🔥,86206.8,Mid,Winter,18.04.2025,2025-04,GRWM — Evening Look ✨ 🎮,23,1,17.8,0.848,iPhone,ForYou,1,30ac23dc255d9a4af14226e8aa047386,2922,0.04454,0.00148,57.663,0.044539606109642,0.0055649840154714,0.0046769546513004
TikTok,Japan,Asia,Japanese,Pets,#Coding,My Favorite Budget Apps,SaraShorts,licensed,Purr loop,33,21,138942,9338,671,709,564,0.081199,stable,Open Web Samples,storytime,Android,18,Tech,5,Short,27788.4,419,0.004829,0.005103,0.004059,22.233333,Friday,Evening,Regular,"tools, tutorial, tech",参考になりました！,85253.7,Mid,Fall,15.08.2025,2025-08,AI Tools You Must Try in 2025 ✨,31,1,16.5,0.786,iPhone,External,1,a2ab93eb8669e4cf7ad3222c23395d01,11282,0.067208,0.003016,81.199,0.067207899699155,0.0048293532553151,0.0051028486706683
TikTok,Morocco,Africa,Arabic,Fitness,#StudyWithMe,Night Routine — Budget,NextWorks,trending,HIIT drums,3,26,24068,1678,223,196,136,0.092779,declining,TikTok Creative Center,fast captions,Web,12,Education,17,Medium,1415.76,74,0.009265,0.008144,0.005651,22.373333,Friday,Afternoon,Ramadan,"productivity, learn, study, tips",مش قادر أبطل اتفرج 😂,78592.0,Mid,Spring,17.01.2025,2025-01,Study With Me — Productivity 🧠,30,1,18.2,0.7,Desktop,Search,1,e5dfa992399a449e52b8b448ce523006,2233,0.069719,0.003075,92.779,0.06971912913412,0.0092654146584676,0.0081435931527339
TikTok,Canada,North America,English,Lifestyle,#HiddenGems,Hidden Gems of Seoul,AliOfficial,original,Chill guitar,20,17,95666,4661,504,344,1126,0.069356,declining,TikTok Creative Center,jumpcut edits,Android,14,Travel,3,Short,31888.67,165,0.005268,0.003596,0.01177,28.078313,Thursday,Afternoon,HolidaySeason,"guide, vlog, food tour, hidden gems",Can’t stop watching 😂,92069.4,Mid,Winter,15.05.2025,2025-05,Street Food Tour — Paris 🧠,26,1,10.7,0.629,Samsung,Search,0,3d701b1b1de15da3adc32cb4db382436,6635,0.048722,0.001725,69.356,0.0487215938787029,0.0052683293960236,0.0035958438734764
YouTube,United States,North America,English,DIY,#FYP,Weekly Reset — 2025,NoahVlogs,licensed,Woodshop groove,18,32,183997,7702,741,553,525,0.051745,stable,Public Reports,hook in 2s,Android,23,Lifestyle,13,Medium,14153.62,830,0.004027,0.003005,0.002853,9.268351,Tuesday,Night,SummerBreak,"motivation, lifestyle, daily, routine",So underrated!,112535.6,Mid,Summer,29.04.2025,2025-04,Weekly Reset — Productivity 📱,29,1,23.3,0.728,iPhone,Suggested,0,e23658e502abbb4cdca4934c93cf7a16,9521,0.041859,0.004511,51.745,0.0418593781420349,0.0040272395745582,0.0030054837850617
YouTube,Colombia,South America,Spanish,Comedy,#Comedy,If Beginners was honest,ChannelSara,original,Whistle loop,18,22,19497,743,76,99,121,0.05329,rising,Public Reports,cinematic b-roll,iOS,19,Comedy,3,Short,6499.0,15,0.003898,0.005078,0.006206,46.4375,Sunday,Evening,HolidaySeason,"sketch, comedy, relatable",Gracias por compartir,76368.0,Mid,Winter,04.05.2025,2025-05,When your friend is Beginners ⚽,31,1,10.0,0.455,Xiaomi,Suggested,1,72fa585736a0fab59bc8a2dbbe358088,1039,0.038108,0.000769,53.29,0.0381084269374775,0.0038980355952197,0.0050777042621941
TikTok,Kenya,Africa,Swahili,Fitness,#FYP,I tried making Kunafa,HassanShorts,trending,Cardio loop,13,46,102682,5012,466,531,316,0.061598,seasonal,Public Reports,tutorial overlay,iOS,17,Food,5,Short,20536.4,105,0.004538,0.005171,0.003077,47.283019,Friday,Evening,Regular,"food, fast, street food, kitchen, recipe",Can’t stop watching 😂,96007.1,Mid,Fall,28.03.2025,2025-03,I tried making Kunafa,21,0,37.8,0.822,iPhone,ForYou,1,a2a7a6c52c1d7fbe22277154c30d1ff0,6325,0.048811,0.001023,61.598,0.0488108918797841,0.0045382832434116,0.0051713055842309
TikTok,Sweden,Europe,Swedish,Tech,#Coding,AI Tools You Must Try in 2025,StreetLabs,licensed,Glitch hop,29,33,32173,2687,178,308,200,0.104839,declining,TikTok Creative Center,cinematic b-roll,iOS,13,Tech,3,Short,10724.33,114,0.005533,0.009573,0.006216,23.365217,Sunday,Afternoon,SummerBreak,"tech, tools, ai",Instant like!,106295.8,Mid,Summer,20.07.2025,2025-07,Build This in 10 Minutes 🎮,26,1,20.2,0.612,iPhone,Following,1,da05165b5061ffc85c1a55fdc1728fc1,3373,0.083517,0.003543,104.839,0.0835172349485593,0.0055325894383489,0.0095732446461318
YouTube,Nigeria,Africa,English,Tech,#Cover,Perfect — Cover,James,original,Circuit synth,30,28,130513,6573,705,494,709,0.064982,rising,TikTok Creative Center,greenscreen,Android,18,Music,3,Short,43504.33,976,0.005402,0.003785,0.005432,6.727738,Sunday,Evening,Regular,"cover, song, beat",Instant like!,92280.2,Mid,Fall,27.07.2025,2025-07,I flipped this sample,21,0,19.2,0.686,Samsung,External,1,34359c7e3515cb06025bd139c13fa7c2,8481,0.050363,0.007478,64.982,0.0503627991081348,0.0054017607441404,0.003785063556887
YouTube,Philippines,Asia,Filipino,Music,#Coding,AI Tools You Must Try in 2025,TrueLabs,licensed,EDM drop,29,30,21153,509,68,41,32,0.030729,stable,TikTok Creative Center,meme template,Android,22,Tech,3,Short,7051.0,16,0.003215,0.001938,0.001513,29.941176,Friday,Evening,Regular,"tutorial, tech, tools, ai, apps",Thanks for this!,98396.5,Mid,Spring,18.07.2025,2025-07,My Favorite Budget Apps,23,0,22.0,0.733,Oppo,Suggested,1,0dedbbc890d45898b5868bcc9227110b,650,0.024063,0.000756,30.729,0.0240627806930459,0.0032146740415071,0.0019382593485557
TikTok,Indonesia,Asia,Indonesian,Education,#Tech,Build This in 10 Minutes,StudyWithYuki,licensed,Chalkboard beat,15,11,241169,10922,1611,1125,718,0.05961,rising,TikTok Creative Center,b-roll heavy,Android,23,Tech,8,Medium,30146.12,121,0.00668,0.004665,0.002977,89.52459,Saturday,Night,SummerBreak,"ai, tutorial, apps, tools, tech",So underrated!,90695.0,Mid,Summer,12.04.2025,2025-04,My Favorite Productivity Apps,29,0,7.3,0.664,Pixel,External,1,a51595e33243eee8beb3c1cc329c8c85,14376,0.045288,0.000502,59.61,0.0452877442789081,0.0066799630134884,0.0046647786407042
YouTube,Morocco,Africa,Arabic,News,#Pets,Morning Routine — Summer,StudyWithOlivia,licensed,Ambient pulse,21,53,88224,4791,669,351,305,0.069324,seasonal,Public Reports,meme template,Android,22,Pets,21,Medium,4201.14,158,0.007583,0.003979,0.003457,30.132075,Monday,Evening,Ramadan,"cute, pets, dogs, cats",مش قادر أبطل اتفرج 😂,137590.2,Mid,Spring,19.05.2025,2025-05,Cutest moments today 🍔,22,1,37.6,0.709,Xiaomi,Search,0,6f33709f6949c548d2eacfe5d5becb2c,6116,0.054305,0.001791,69.324,0.0543049510337323,0.0075829706202393,0.0039785092491838
YouTube,Japan,Asia,Japanese,Gaming,#FYP,Underrated artists you need to hear,CookingWithJames,trending,Trap beat,23,20,50061,1965,194,194,240,0.051797,declining,TikTok Creative Center,greenscreen,iOS,20,Music,15,Medium,3337.4,177,0.003875,0.003875,0.004794,11.039326,Friday,Evening,Regular,"song, music, cover, beat",最高です！,105000.0,Mid,Fall,06.06.2025,2025-06,I flipped this sample,21,0,8.1,0.405,Huawei,Suggested,1,3e9490e183b7132ee7f466cffe5808a8,2593,0.039252,0.003536,51.797,0.0392521124228441,0.003875272167955,0.003875272167955
YouTube,Netherlands,Europe,Dutch,Sports,#FYP,Night Routine — College,DailyVlogsAmr,trending,Stadium chant,32,33,12388,613,44,51,37,0.060139,declining,TikTok Creative Center,hook in 2s,iOS,19,Lifestyle,5,Short,2477.6,47,0.003552,0.004117,0.002987,12.770833,Friday,Evening,Regular,"routine, motivation, daily, lifestyle",Thanks for this!,66324.2,Mid,Spring,08.08.2025,2025-08,Night Routine — College,23,0,18.3,0.555,Xiaomi,Home,1,4fd37930568a70080a8d83615bf30757,745,0.049483,0.003794,60.139,0.0494833710041976,0.0035518243461414,0.0041168873103002
YouTube,Netherlands,Europe,Dutch,Finance,#StudyWithMe,Night Routine — 2025,Ayaka,licensed,Ticker tick,17,35,83341,3655,362,343,229,0.055063,declining,Public Reports,facecam,Android,6,Education,6,Short,13890.17,289,0.004344,0.004116,0.002748,12.603448,Wednesday,Morning,BackToSchool,"productivity, tips, study, notes",This is fire 🔥,95540.6,Mid,Fall,23.04.2025,2025-04,Exam Day Routine,16,0,15.5,0.443,Samsung,Home,0,7ce4694ca3d9f89e9928ea081343d7ab,4589,0.043856,0.003468,55.063,0.0438559652511968,0.0043436003887642,0.0041156213628346
YouTube,Italy,Europe,Italian,Pets,#Foodie,Is Tacos worth the hype?,ProFatma,original,Purr loop,24,22,51267,1431,186,176,94,0.036807,rising,TikTok Creative Center,emoji overlays,Android,17,Food,9,Medium,5696.33,176,0.003628,0.003433,0.001834,8.084746,Monday,Evening,Regular,"fast, food, street food, recipe, kitchen",So underrated!,115353.0,Mid,Spring,09.06.2025,2025-06,I tried making Croissant,24,0,11.6,0.527,Samsung,Home,0,964d7d564aae6001deff82ec46aa20d8,1887,0.027913,0.003433,36.807,0.0279126923752121,0.0036280648370296,0.0034330075877269
YouTube,Philippines,Asia,Filipino,Comedy,#Comedy,When your friend is Summer,LiamOfficial,trending,Quirky jingle,6,40,58400,2097,232,219,304,0.048836,rising,Open Web Samples,b-roll heavy,iOS,19,Comedy,9,Medium,6488.89,238,0.003973,0.00375,0.005205,8.774059,Wednesday,Evening,Regular,"comedy, sketch, relatable",Instant like!,82810.8,Mid,Spring,05.02.2025,2025-02,When your friend is 2025 🍔,26,1,20.4,0.51,iPhone,External,0,afe4158a667a23d32ce2a649e8df3098,2852,0.035908,0.004075,48.836,0.0359075342465753,0.003972602739726,0.00375
YouTube,Morocco,Africa,Arabic,Science,#LearnOnTikTok,Morning Routine — College,VividHub,licensed,Cosmic pad,22,64,242872,4770,692,423,373,0.025767,seasonal,TikTok Creative Center,tutorial overlay,iOS,20,Education,27,Evergreen,8995.26,416,0.002849,0.001742,0.001536,11.438849,Monday,Evening,SummerBreak,"notes, tips, learn, study, productivity",مش قادر أبطل اتفرج 😂,107717.7,Mid,Summer,26.05.2025,2025-05,How I Take Notes for Productivity,33,0,38.1,0.595,iPhone,External,0,836e33d8b05e219210f6c33e31655e34,6258,0.01964,0.001713,25.767,0.0196399749662373,0.0028492374584143,0.0017416581573833
YouTube,Spain,Europe,Spanish,Fitness,#FYP,Night Routine — Summer,JiwooYT,original,Hype trap,4,38,110521,4212,307,456,1017,0.054216,rising,TikTok Creative Center,hook in 2s,Android,14,Pets,10,Medium,11052.1,627,0.002778,0.004126,0.009202,6.707006,Sunday,Afternoon,Regular,"dogs, cats, pets",Gracias por compartir,83156.5,Mid,Winter,26.01.2025,2025-01,Cutest moments today 🎵,22,1,28.0,0.737,Samsung,Search,1,188e01beb9a77eaf571cfbe05ddbaf31,5992,0.03811,0.005673,54.216,0.0381104043575429,0.0027777526442938,0.004125912722469
YouTube,Indonesia,Asia,Indonesian,Science,#Coding,My Favorite Productivity Apps,UrbanStudio,original,Lab beeps,6,34,28716,800,88,94,51,0.035973,seasonal,TikTok Creative Center,greenscreen,Android,6,Tech,7,Short,4102.29,33,0.003064,0.003273,0.001776,23.529412,Wednesday,Morning,Regular,"apps, tech, ai, tools, tutorial",This is fire 🔥,83077.8,Mid,Spring,05.02.2025,2025-02,AI Tools You Must Try in 2025,29,0,16.5,0.485,Samsung,Home,0,e05808a2521f29e709fafcc27325817d,1033,0.027859,0.001149,35.973,0.0278590332915447,0.0030644936620699,0.0032734364117565
TikTok,United States,North America,English,Tech,#GRWM,GRWM — Budget Look,NextMedia,licensed,Glitch hop,24,39,119406,10455,1368,943,672,0.11254,seasonal,TikTok Creative Center,text-to-speech,Android,20,Beauty,3,Short,39802.0,424,0.011457,0.007897,0.005628,24.6,Saturday,Evening,Regular,"skincare, grwm, beauty",Can’t stop watching 😂,106288.7,Mid,Winter,14.06.2025,2025-06,GRWM — Minimal Look ✨ 🎯,23,1,25.7,0.659,Pixel,ForYou,1,a4383fe4a92cf26300c8efd12e3fdb9c,13438,0.087558,0.003551,112.54,0.0875584141500427,0.0114567107180543,0.0078974255900038
YouTube,United Arab Emirates,Asia,Arabic,Pets,#FYP,24 Hours in Istanbul,MusicByLiam,trending,Purr loop,16,58,122555,5588,864,569,369,0.060299,rising,Public Reports,b-roll heavy,Web,20,Travel,16,Medium,7659.69,290,0.00705,0.004643,0.003011,19.202749,Friday,Evening,SummerBreak,"food tour, hidden gems, travel, guide, vlog",مش قادر أبطل اتفرج 😂,82087.3,Mid,Summer,18.04.2025,2025-04,Hidden Gems of Tokyo,20,0,37.4,0.645,Desktop,Suggested,1,1635e0c4097893b701b3fc0e8cc31bad,7390,0.045596,0.002366,60.299,0.0455958549222797,0.0070498959650769,0.0046428134307045
YouTube,Brazil,South America,Portuguese,Food,#CatTok,Weekly Reset — Budget,StreetLabs,trending,Street vibe,8,24,12605,297,36,26,18,0.029909,rising,Public Reports,emoji overlays,iOS,3,Pets,24,Evergreen,525.21,7,0.002856,0.002063,0.001428,37.125,Thursday,Night,Regular,"dogs, cats, cute",Thanks for this!,106295.8,Mid,Winter,20.02.2025,2025-02,Dog fails you can’t miss 🍔,26,1,11.1,0.462,Huawei,Search,0,d91fe35fef3f5f0b2b45096035cd25aa,377,0.023562,0.000555,29.909,0.0235620785402618,0.0028560095200317,0.0020626735422451
TikTok,Argentina,South America,Spanish,Music,#Pets,Morning Routine — 2025,VividVision,licensed,Indie beat,22,18,35772,2673,437,218,343,0.102622,seasonal,Public Reports,storytime,iOS,21,Pets,4,Short,8943.0,45,0.012216,0.006094,0.009589,58.108696,Saturday,Evening,Regular,"dogs, pets, cute",Gracias por compartir,93727.3,Mid,Winter,31.05.2025,2025-05,Cutest moments today 🔥,22,1,12.0,0.667,Samsung,ForYou,1,a68a8e0d60645f52708453e99d4039b3,3671,0.074723,0.001258,102.622,0.0747232472324723,0.0122162585262216,0.0060941518506094
TikTok,Japan,Asia,Japanese,Comedy,#Football,Night Routine — Summer,AhmedChannel,trending,Quirky jingle,2,17,29176,1591,173,202,103,0.070914,rising,TikTok Creative Center,emoji overlays,Android,20,Sports,39,Evergreen,748.1,38,0.00593,0.006923,0.00353,40.794872,Thursday,Evening,BackToSchool,"sports, football, gym",参考になりました！,107955.4,Mid,Fall,09.01.2025,2025-01,Workout you can’t skip,22,0,13.7,0.806,Pixel,ForYou,0,f104cdf40508d5420afd7f94b0f772bb,2069,0.054531,0.001302,70.914,0.0545311214697011,0.0059295311214697,0.0069234987661091
YouTube,Sweden,Europe,Swedish,Science,#LearnOnTikTok,Morning Routine — Productivity,OliviaShorts,licensed,Lab beeps,2,19,43455,2473,335,234,160,0.073685,rising,TikTok Creative Center,greenscreen,Android,17,Education,3,Short,14485.0,96,0.007709,0.005385,0.003682,25.494845,Friday,Evening,Regular,"tips, productivity, learn, study",Can’t stop watching 😂,68775.5,Mid,Winter,10.01.2025,2025-01,Study With Me — 2025,20,0,11.0,0.579,iPhone,Home,1,aa6d388256f52ec3073c54b7c72ab157,3202,0.056909,0.002209,73.685,0.0569094465539063,0.0077091243815441,0.0053848809112875
TikTok,United Arab Emirates,Asia,Arabic,Automotive,#Motivation,Weekly Reset — Productivity,BeyondLabs,licensed,Turbo whoosh,17,27,30157,3066,402,332,381,0.138641,seasonal,Public Reports,facecam,Android,5,Education,3,Short,10052.33,66,0.01333,0.011009,0.012634,45.761194,Thursday,Morning,Regular,"learn, notes, tips, productivity, study",شرح ممتاز 👏,104158.3,Mid,Fall,24.04.2025,2025-04,How I Take Notes for Productivity 🎵,35,1,14.9,0.552,iPhone,Following,0,f3894156c6b66df3e656dc12c922eb54,4181,0.101668,0.002189,138.641,0.1016679377922207,0.0133302384189408,0.0110090526245979
TikTok,United States,North America,English,Tech,#Fashion,How to style Beginners,StudyWithYoussef,original,Glitch hop,8,34,9095,966,100,82,60,0.13282,declining,Open Web Samples,hook in 2s,Android,21,Fashion,6,Short,1515.83,25,0.010995,0.009016,0.006597,37.153846,Friday,Evening,HolidaySeason,"grwm, fashion, style",Instant like!,118634.1,Mid,Winter,21.02.2025,2025-02,How to style Minimal,20,0,27.6,0.812,Samsung,Following,1,e8671b569ce72dc463b03c22fcd844e1,1208,0.106212,0.002749,132.82,0.1062122045079714,0.010995052226498,0.0090159428257284
YouTube,Indonesia,Asia,Indonesian,Pets,#FYP,Perfect — Cover,SofiaChannel,licensed,Bark hop,8,34,31722,930,111,81,204,0.041801,stable,TikTok Creative Center,subtitles,Android,17,Music,57,Evergreen,556.53,100,0.003499,0.002553,0.006431,9.207921,Friday,Evening,Regular,"song, music, beat",Can’t stop watching 😂,94550.8,Mid,Fall,21.02.2025,2025-02,Underrated artists to hear,26,0,16.8,0.494,iPhone,External,1,4330a4fdcb757d8c602310869f80a685,1326,0.029317,0.003152,41.801,0.0293171931151881,0.0034991488556837,0.0025534329487421
YouTube,Germany,Europe,German,Travel,#Lifestyle,Weekly Reset — Productivity,BeyondHub,trending,Backpack beat,18,18,102331,3698,373,499,700,0.0515,declining,TikTok Creative Center,cinematic b-roll,Android,20,Lifestyle,41,Evergreen,2495.88,253,0.003645,0.004876,0.006841,14.559055,Thursday,Evening,Regular,"routine, daily, motivation, lifestyle",So underrated!,108139.9,Mid,Winter,01.05.2025,2025-05,Weekly Reset — College,22,0,9.2,0.511,iPhone,External,0,c550ee10d48193c6fd7977b15096dc2d,5270,0.036138,0.002472,51.5,0.0361376318026795,0.0036450342515953,0.00487633268511
YouTube,Mexico,North America,Spanish,Tech,#Wanderlust,Street Food Tour in Istanbul,DrDiego,original,Glitch hop,29,18,19229,667,78,76,43,0.044932,stable,TikTok Creative Center,meme template,iOS,17,Travel,18,Medium,1068.28,51,0.004056,0.003952,0.002236,12.826923,Sunday,Evening,BackToSchool,"hidden gems, vlog, travel, food tour, guide",No puedo parar de mirar 😂,69452.6,Mid,Fall,20.07.2025,2025-07,Street Food Tour — Dubai 📱,26,1,12.5,0.694,iPhone,Search,1,016084670afcd77eda5555bae779ee73,864,0.034687,0.002652,44.932,0.0346871912215923,0.0040563731863331,0.0039523636174528
TikTok,Argentina,South America,Spanish,Music,#FYP,Night Routine — Productivity,AvaShorts,trending,Arabic pop,21,41,97049,6938,940,626,447,0.092232,declining,TikTok Creative Center,meme template,Android,21,Dance,8,Medium,12131.12,214,0.009686,0.00645,0.004606,32.269767,Friday,Evening,Regular,"dance, trend, challenge",¡Increíble!,84701.8,Mid,Fall,23.05.2025,2025-05,Dance With Me — Office 📱,24,1,29.0,0.707,Samsung,ForYou,1,b4ea1b8afab22437d0dbf7e177e4b637,8951,0.07149,0.002205,92.232,0.0714896598625436,0.0096858288081278,0.0064503498232851
TikTok,Philippines,Asia,Filipino,Lifestyle,#Foodie,5-Minute Croissant,AliChannel,trending,Morning vibe,20,17,23061,1428,102,155,88,0.076883,seasonal,Open Web Samples,meme template,Android,23,Food,21,Medium,1098.14,51,0.004423,0.006721,0.003816,27.461538,Friday,Night,Regular,"street food, food, recipe",This is fire 🔥,111539.1,Mid,Fall,16.05.2025,2025-05,I tried making Koshari 🧠,24,1,13.3,0.782,Xiaomi,ForYou,1,0b55de37e796eeb8edaa867bc6020395,1773,0.061923,0.002212,76.883,0.0619227266814101,0.004423051905815,0.0067213043666796
TikTok,China,Asia,Chinese,Pets,#Sports,Night Routine — Summer,DanceWithYuki,licensed,Cute whistle,5,22,74269,7921,956,833,511,0.137621,declining,Public Reports,subtitles,iOS,23,Sports,36,Evergreen,2063.03,328,0.012872,0.011216,0.00688,24.075988,Monday,Night,HolidaySeason,"sports, workout, football, gym",Can’t stop watching 😂,132431.6,Mid,Winter,27.01.2025,2025-01,Speed drills for beginners,26,0,14.9,0.677,Samsung,Search,0,7b089c80fca41475acc726dffa61d58f,10221,0.106653,0.004416,137.621,0.1066528430435309,0.0128721269978052,0.0112159851351169
YouTube,United States,North America,English,Science,#Coding,My Favorite Beginners Apps,LeilaChannel,licensed,Microscope hum,19,31,960283,41177,5766,3465,2653,0.055256,stable,Public Reports,facecam,Android,11,Tech,3,Short,320094.33,1695,0.006004,0.003608,0.002763,24.278892,Wednesday,Morning,Regular,"tutorial, tech, ai, apps, tools",Can’t stop watching 😂,103650.5,Mid,Spring,07.05.2025,2025-05,AI Tools You Must Try in 2025,29,0,22.1,0.713,Huawei,Home,0,c394f412620cb8ef195f9520bb27a044,53061,0.04288,0.001765,55.256,0.0428800676467249,0.0060044799293541,0.003608311299898
